V1,	V2,	V3,	V4,	V5,	V6,	V7,	V8,	V9,	V10,	V11,	V12,	V13,	V14
2625,	0.17808,	c,	i,	nan,	b,	c,	b,	a,	a,	nan,	0.0,	nan,	a,	0
2626,	0.05479,	c,	h,	0.59999,	a,	NA,	NA,	b,	a,	0.0,	0.0,	0.39794,	NA,	0
2627,	0.01369,	c,	c,	0.40000,	NA,	e,	f,	b,	a,	0.0,	0.0,	0.14285,	a,	0
2628,	0.04109,	NA,	NA,	0.53333,	b,	b,	b,	NA,	NA,	0.0,	0.0,	0.49997,	NA,	0
2629,	0.12328,	NA,	d,	0.86665,	b,	NA,	b,	a,	a,	0.05013,	0.0,	0.39794,	a,	0
2630,	0.39724,	c,	a,	nan,	NA,	h,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
2631,	0.19177,	c,	a,	0.79998,	a,	c,	e,	a,	b,	nan,	0.0,	0.35713,	a,	0
2632,	0.31504,	c,	b,	nan,	c,	j,	e,	a,	NA,	nan,	0.14347,	0.52039,	a,	0
2633,	0.19177,	c,	a,	0.79998,	a,	j,	a,	a,	b,	0.0,	0.0,	nan,	NA,	0
2634,	0.20548,	b,	o,	nan,	b,	NA,	b,	a,	a,	0.0,	0.0,	nan,	NA,	0
2635,	0.08218,	b,	h,	0.59999,	c,	NA,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2636,	0.10958,	NA,	d,	0.86665,	NA,	NA,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2637,	0.27395,	c,	h,	0.59999,	b,	g,	b,	a,	a,	0.0,	0.0,	0.49997,	a,	0
2638,	0.01369,	c,	h,	nan,	a,	l,	d,	a,	b,	0.0,	0.0,	0.19387,	NA,	0
2639,	nan,	c,	b,	0.53333,	g,	l,	a,	a,	NA,	0.0,	nan,	0.37755,	a,	0
2640,	0.47944,	c,	e,	0.26665,	c,	i,	e,	a,	b,	nan,	0.0,	0.39794,	b,	0
2641,	0.12328,	NA,	b,	0.53333,	a,	a,	d,	NA,	b,	0.0,	0.0,	0.39794,	NA,	0
2642,	0.30136,	NA,	b,	0.53333,	c,	j,	e,	a,	b,	0.0,	0.0,	0.44897,	a,	0
2643,	0.02739,	NA,	h,	0.59999,	a,	NA,	d,	a,	b,	0.0,	nan,	0.24489,	a,	0
2644,	0.52054,	c,	NA,	nan,	c,	e,	e,	a,	b,	0.0,	0.0,	nan,	a,	0
2645,	nan,	c,	NA,	0.53333,	b,	i,	b,	a,	a,	nan,	0.0,	0.34694,	NA,	0
2646,	0.57532,	NA,	h,	0.59999,	b,	i,	b,	a,	a,	0.0,	0.0,	0.35713,	a,	0
2647,	0.38356,	b,	k,	0.33333,	b,	i,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
2648,	0.05479,	c,	b,	nan,	a,	b,	d,	a,	a,	0.0,	0.0,	0.19387,	a,	0
2649,	0.19177,	c,	NA,	0.53333,	b,	d,	NA,	a,	a,	0.0,	0.0,	0.55101,	a,	0
2650,	nan,	NA,	h,	0.59999,	a,	a,	d,	b,	a,	0.0,	0.0,	0.39794,	a,	0
2651,	0.09588,	c,	b,	0.53333,	NA,	b,	b,	NA,	a,	nan,	0.0,	0.39794,	a,	0
2652,	nan,	c,	k,	0.33333,	a,	e,	d,	NA,	a,	0.0,	0.0,	0.23469,	a,	0
2653,	0.41097,	c,	b,	0.53333,	c,	NA,	NA,	b,	b,	0.0,	0.0,	0.39794,	a,	0
2654,	0.20548,	NA,	b,	0.53333,	c,	NA,	e,	a,	NA,	nan,	0.0,	0.27550,	a,	0
2655,	nan,	c,	NA,	0.33333,	a,	f,	a,	a,	a,	0.0,	nan,	nan,	NA,	0
2656,	nan,	c,	n,	0.46666,	b,	g,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
2657,	0.05479,	c,	NA,	0.59999,	a,	e,	d,	a,	a,	0.0,	0.0,	0.24489,	a,	0
2658,	0.01369,	c,	b,	nan,	NA,	e,	f,	b,	a,	0.0,	0.0,	0.35713,	a,	0
2659,	0.87670,	b,	b,	nan,	NA,	a,	a,	a,	b,	0.0,	0.0,	0.19387,	a,	0
2660,	0.30136,	b,	NA,	0.66665,	b,	f,	b,	a,	a,	0.0,	nan,	0.60204,	a,	0
2661,	0.39724,	c,	NA,	0.79998,	NA,	NA,	a,	a,	b,	nan,	0.0,	0.34694,	NA,	0
2662,	nan,	f,	a,	0.79998,	c,	NA,	e,	NA,	b,	nan,	0.0,	0.34694,	a,	0
2663,	nan,	NA,	h,	0.59999,	NA,	l,	NA,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
2664,	0.08218,	c,	b,	0.53333,	a,	b,	d,	b,	NA,	0.0,	nan,	0.15306,	a,	0
2665,	nan,	c,	NA,	0.33333,	NA,	NA,	b,	NA,	NA,	nan,	0.0,	nan,	a,	0
2666,	0.28767,	b,	b,	0.53333,	a,	l,	e,	b,	b,	0.0,	0.0,	nan,	a,	0
2667,	0.10958,	c,	a,	nan,	a,	NA,	d,	a,	b,	0.0,	0.0,	0.39794,	a,	0
2668,	0.30136,	f,	h,	nan,	b,	j,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2669,	nan,	c,	h,	0.59999,	a,	NA,	NA,	b,	a,	0.0,	0.0,	0.39794,	c,	0
2670,	0.30136,	c,	NA,	0.46666,	c,	l,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
2671,	0.08218,	NA,	i,	0.66665,	a,	l,	NA,	a,	b,	0.0,	0.0,	0.60204,	a,	0
2672,	0.0,	NA,	c,	0.40000,	NA,	NA,	a,	NA,	b,	0.0,	nan,	0.19387,	a,	0
2673,	0.68493,	b,	b,	0.53333,	c,	NA,	a,	NA,	b,	0.03272,	0.0,	0.15306,	a,	0
2674,	0.32877,	c,	a,	nan,	a,	a,	NA,	e,	a,	0.0,	0.0,	0.49997,	a,	0
2675,	0.09588,	f,	a,	0.79998,	a,	c,	d,	a,	b,	0.0,	0.0,	0.49997,	a,	0
2676,	0.17808,	e,	b,	0.53333,	c,	e,	a,	NA,	b,	0.0,	0.0,	nan,	a,	0
2677,	0.53422,	NA,	NA,	nan,	a,	d,	a,	a,	NA,	0.0,	0.0,	0.31632,	NA,	0
2678,	0.46575,	c,	b,	nan,	NA,	i,	a,	a,	a,	0.0,	0.0,	0.37755,	a,	0
2679,	0.54795,	b,	h,	0.59999,	b,	j,	b,	a,	a,	0.0,	nan,	0.55101,	a,	0
2680,	0.23289,	c,	h,	0.59999,	c,	e,	e,	a,	b,	0.0,	0.0,	0.39794,	a,	0
2681,	nan,	c,	NA,	0.79998,	a,	c,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2682,	0.54795,	NA,	b,	nan,	b,	d,	NA,	NA,	a,	nan,	0.0,	0.39794,	a,	0
2683,	0.08218,	c,	b,	0.53333,	a,	h,	a,	a,	NA,	0.0,	0.0,	nan,	a,	0
2684,	0.24657,	c,	NA,	0.19998,	b,	d,	NA,	a,	a,	0.0,	nan,	0.39794,	d,	0
2685,	nan,	c,	b,	0.53333,	b,	i,	b,	a,	a,	nan,	0.0,	0.52039,	a,	0
2686,	0.02739,	NA,	b,	nan,	a,	NA,	d,	a,	b,	0.01055,	0.0,	0.11224,	a,	0
2687,	0.02739,	NA,	g,	nan,	a,	NA,	a,	NA,	a,	nan,	nan,	0.39794,	d,	0
2688,	0.0,	c,	NA,	0.40000,	a,	e,	NA,	a,	b,	nan,	0.0,	nan,	NA,	0
2689,	0.05479,	NA,	a,	0.79998,	a,	NA,	a,	e,	a,	0.0,	0.0,	0.24489,	NA,	0
2690,	0.19177,	c,	NA,	nan,	f,	g,	NA,	NA,	a,	0.0,	nan,	0.49997,	NA,	0
2691,	0.16438,	c,	b,	0.53333,	b,	e,	b,	a,	a,	nan,	0.0,	0.39794,	a,	0
2692,	0.10958,	b,	b,	nan,	NA,	NA,	NA,	a,	a,	0.0,	0.0,	0.31632,	a,	0
2693,	0.15068,	c,	b,	0.53333,	a,	c,	a,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
2694,	0.50685,	c,	b,	0.53333,	c,	l,	NA,	a,	b,	0.0,	0.0,	0.34694,	a,	0
2695,	0.78082,	NA,	h,	nan,	g,	NA,	a,	NA,	b,	0.0,	0.0,	0.11224,	a,	0
2696,	0.19177,	f,	h,	0.59999,	NA,	j,	NA,	NA,	NA,	nan,	0.0,	0.31632,	a,	0
2697,	0.08218,	NA,	h,	0.59999,	NA,	h,	NA,	a,	a,	0.0,	0.0,	0.47959,	a,	0
2698,	0.02739,	c,	a,	0.79998,	NA,	c,	d,	a,	b,	0.0,	0.0,	0.29591,	a,	0
2699,	nan,	NA,	m,	0.0,	g,	NA,	a,	NA,	NA,	0.0,	0.0,	0.19387,	p,	0
2700,	nan,	b,	b,	0.53333,	b,	f,	NA,	a,	b,	0.22039,	nan,	0.39794,	a,	0
2701,	0.02739,	NA,	h,	0.59999,	a,	a,	d,	NA,	b,	0.0,	0.0,	nan,	NA,	0
2702,	0.08218,	NA,	b,	0.53333,	a,	NA,	d,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
2703,	0.10958,	f,	NA,	nan,	c,	a,	NA,	c,	b,	0.0,	0.0,	0.34694,	a,	0
2704,	0.49312,	c,	c,	0.40000,	c,	e,	NA,	a,	b,	0.0,	0.0,	nan,	a,	0
2705,	0.20548,	c,	a,	0.79998,	NA,	NA,	NA,	a,	a,	0.0,	0.0,	nan,	a,	0
2706,	0.60274,	c,	g,	0.19998,	b,	g,	b,	a,	a,	nan,	0.0,	0.39794,	NA,	0
2707,	0.34246,	c,	b,	0.53333,	b,	l,	b,	NA,	a,	nan,	0.0,	nan,	a,	0
2708,	0.0,	c,	k,	0.33333,	a,	e,	d,	c,	b,	0.01055,	0.0,	0.19387,	a,	0
2709,	0.76713,	NA,	b,	0.53333,	b,	g,	b,	a,	a,	0.0,	nan,	0.15306,	j,	0
2710,	0.32877,	NA,	h,	nan,	d,	i,	a,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
2711,	0.08218,	c,	h,	nan,	NA,	d,	d,	NA,	b,	0.0,	0.0,	nan,	c,	0
2712,	0.08218,	c,	b,	0.53333,	a,	c,	a,	NA,	b,	0.0,	0.0,	0.39794,	j,	0
2713,	0.65752,	c,	i,	0.66665,	b,	a,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
2714,	nan,	e,	NA,	0.53333,	b,	NA,	c,	a,	b,	0.0,	0.0,	0.49997,	a,	0
2715,	0.09588,	f,	a,	0.79998,	a,	a,	d,	b,	b,	0.0,	0.0,	0.26530,	a,	0
2716,	nan,	c,	i,	0.66665,	b,	i,	b,	NA,	a,	0.0,	nan,	0.39794,	a,	0
2717,	0.17808,	c,	h,	nan,	c,	h,	d,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
2718,	0.12328,	c,	NA,	0.79998,	a,	j,	a,	a,	NA,	0.0,	0.0,	0.39794,	NA,	0
2719,	0.27395,	b,	b,	0.53333,	c,	f,	e,	a,	a,	nan,	0.0,	0.56120,	a,	0
2720,	0.0,	c,	b,	nan,	NA,	e,	d,	a,	a,	nan,	0.0,	0.39794,	a,	0
2721,	0.19177,	c,	NA,	0.53333,	b,	l,	b,	a,	NA,	nan,	0.0,	nan,	NA,	0
2722,	0.47944,	c,	b,	0.53333,	d,	a,	NA,	a,	b,	0.0,	nan,	0.39794,	a,	0
2723,	0.63015,	c,	NA,	0.79998,	a,	l,	a,	a,	a,	nan,	0.0,	nan,	a,	0
2724,	0.13698,	NA,	b,	0.53333,	a,	n,	a,	NA,	NA,	nan,	0.0,	0.60204,	a,	0
2725,	0.19177,	c,	e,	0.26665,	b,	d,	b,	a,	a,	0.03137,	0.0,	0.39794,	d,	0
2726,	nan,	b,	b,	0.53333,	g,	a,	a,	a,	b,	0.0,	nan,	0.34694,	a,	0
2727,	nan,	c,	NA,	0.79998,	NA,	j,	b,	a,	a,	0.0,	nan,	0.60204,	a,	0
2728,	0.36987,	c,	NA,	0.53333,	b,	a,	c,	a,	b,	nan,	nan,	0.37755,	NA,	0
2729,	nan,	c,	d,	0.86665,	NA,	NA,	b,	e,	a,	0.0,	0.0,	0.39794,	A,	0
2730,	0.06849,	c,	NA,	0.79998,	NA,	j,	f,	a,	b,	0.0,	0.0,	0.19387,	a,	0
2731,	0.20548,	NA,	b,	nan,	b,	c,	b,	NA,	a,	0.0,	0.34089,	nan,	a,	0
2732,	0.17808,	f,	a,	nan,	NA,	NA,	NA,	a,	b,	0.0,	nan,	0.39794,	a,	0
2733,	nan,	NA,	b,	0.53333,	NA,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2734,	0.10958,	c,	NA,	0.59999,	a,	a,	d,	a,	NA,	nan,	0.0,	0.39794,	a,	0
2735,	0.80823,	c,	g,	0.19998,	NA,	k,	a,	a,	NA,	0.0,	0.0,	0.11224,	a,	0
2736,	0.32877,	c,	b,	0.53333,	c,	i,	NA,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
2737,	0.12328,	c,	g,	0.19998,	b,	d,	b,	d,	a,	0.0,	0.0,	0.39794,	a,	0
2738,	0.38356,	c,	n,	0.46666,	NA,	d,	b,	e,	a,	0.0,	0.0,	0.39794,	NA,	0
2739,	nan,	c,	h,	0.59999,	c,	a,	NA,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
2740,	0.06849,	NA,	b,	0.53333,	a,	i,	a,	a,	a,	0.0,	nan,	0.39794,	a,	0
2741,	0.63015,	NA,	a,	0.79998,	a,	g,	a,	a,	NA,	0.0,	nan,	nan,	NA,	0
2742,	nan,	c,	f,	0.73332,	a,	g,	e,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
2743,	0.60274,	c,	k,	0.33333,	b,	d,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2744,	0.19177,	a,	i,	0.66665,	b,	NA,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2745,	0.10958,	c,	e,	0.26665,	b,	d,	b,	a,	a,	0.0,	0.0,	0.44897,	a,	0
2746,	0.21916,	c,	b,	0.53333,	a,	e,	d,	a,	b,	0.01055,	0.0,	0.39794,	a,	0
2747,	0.30136,	c,	b,	0.53333,	b,	l,	c,	a,	NA,	0.0,	nan,	nan,	NA,	0
2748,	0.49312,	NA,	a,	0.79998,	b,	d,	NA,	e,	NA,	0.0,	nan,	0.39794,	A,	0
2749,	0.12328,	d,	a,	0.79998,	a,	NA,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
2750,	0.05479,	c,	h,	0.59999,	a,	e,	d,	a,	NA,	0.0,	0.0,	0.31632,	a,	0
2751,	0.01369,	c,	b,	0.53333,	a,	a,	d,	NA,	a,	0.0,	0.0,	0.39794,	NA,	0
2752,	0.19177,	NA,	b,	0.53333,	NA,	i,	d,	a,	a,	nan,	0.0,	0.49997,	a,	0
2753,	0.35614,	c,	b,	0.53333,	b,	d,	b,	a,	a,	0.0,	0.0,	0.43878,	d,	0
2754,	0.05479,	c,	h,	nan,	a,	l,	d,	b,	NA,	0.0,	0.0,	0.29591,	a,	0
2755,	0.52054,	NA,	NA,	0.53333,	NA,	g,	b,	a,	a,	0.0,	0.0,	0.60204,	a,	0
2756,	0.54795,	c,	h,	nan,	a,	a,	a,	a,	b,	0.0,	0.0,	nan,	a,	0
2757,	0.27395,	NA,	NA,	0.53333,	a,	NA,	a,	a,	a,	0.0,	0.0,	0.49997,	a,	0
2758,	0.27395,	c,	d,	0.86665,	c,	j,	e,	a,	b,	nan,	0.04889,	0.44897,	a,	0
2759,	0.38356,	c,	j,	0.13333,	NA,	g,	NA,	a,	a,	0.0,	0.0,	0.37755,	NA,	0
2760,	nan,	c,	h,	0.59999,	b,	d,	b,	a,	a,	0.0,	nan,	nan,	NA,	0
2761,	0.19177,	NA,	b,	nan,	c,	NA,	d,	a,	a,	nan,	0.0,	0.75508,	a,	0
2762,	0.79450,	b,	c,	0.40000,	b,	j,	b,	a,	NA,	0.0,	0.0,	0.29591,	NA,	0
2763,	0.35614,	NA,	d,	0.86665,	b,	c,	b,	d,	a,	0.0,	0.0,	0.49997,	a,	0
2764,	0.13698,	NA,	j,	0.13333,	a,	b,	f,	a,	NA,	0.0,	0.0,	0.39794,	u,	0
2765,	0.36987,	c,	b,	nan,	b,	d,	b,	c,	a,	nan,	0.0,	nan,	a,	0
2766,	0.31504,	c,	a,	0.79998,	b,	a,	b,	a,	a,	nan,	0.0,	nan,	a,	0
2767,	nan,	NA,	c,	nan,	a,	l,	d,	a,	b,	0.0,	0.0,	0.19387,	a,	0
2768,	nan,	c,	NA,	0.79998,	NA,	k,	b,	b,	a,	0.0,	nan,	0.39794,	f,	0
2769,	0.04109,	c,	b,	0.53333,	a,	l,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2770,	0.28767,	NA,	NA,	0.59999,	NA,	NA,	b,	b,	a,	0.0,	0.0,	0.49997,	a,	0
2771,	0.42466,	c,	NA,	0.53333,	c,	a,	a,	a,	b,	0.0,	0.0,	0.34694,	a,	0
2772,	nan,	b,	NA,	0.53333,	b,	NA,	b,	a,	NA,	0.0,	0.0,	nan,	a,	0
2773,	0.46575,	c,	b,	0.53333,	b,	i,	NA,	a,	a,	nan,	0.0,	0.39794,	NA,	0
2774,	0.24657,	b,	b,	0.53333,	a,	e,	NA,	NA,	b,	0.0,	0.0,	0.29591,	a,	0
2775,	0.09588,	c,	g,	nan,	a,	NA,	f,	a,	a,	nan,	0.0,	0.39794,	d,	0
2776,	0.17808,	c,	h,	0.59999,	c,	b,	a,	NA,	NA,	0.0,	0.0,	0.49997,	a,	0
2777,	nan,	NA,	b,	0.53333,	b,	j,	b,	NA,	a,	nan,	nan,	0.29591,	NA,	0
2778,	0.12328,	c,	b,	nan,	b,	g,	NA,	a,	a,	0.0,	0.0,	0.43878,	a,	0
2779,	0.23289,	c,	b,	0.53333,	b,	i,	b,	a,	a,	0.0,	nan,	0.39794,	NA,	0
2780,	nan,	c,	b,	0.53333,	b,	a,	c,	a,	NA,	0.0,	0.0,	0.04081,	a,	0
2781,	0.27395,	NA,	h,	nan,	b,	e,	NA,	a,	NA,	0.0,	nan,	0.39794,	a,	0
2782,	0.26026,	b,	h,	0.59999,	NA,	l,	e,	a,	b,	nan,	0.0,	0.34694,	NA,	0
2783,	0.08218,	c,	e,	0.26665,	a,	d,	f,	a,	b,	0.0,	nan,	0.39794,	d,	0
2784,	nan,	c,	b,	nan,	b,	l,	b,	a,	a,	0.0,	nan,	0.39794,	a,	0
2785,	0.56164,	c,	b,	nan,	c,	d,	a,	a,	a,	0.03325,	0.0,	0.29591,	NA,	0
2786,	nan,	c,	h,	0.59999,	b,	NA,	b,	a,	a,	0.0,	nan,	nan,	a,	0
2787,	nan,	c,	b,	0.53333,	NA,	i,	a,	b,	a,	0.0,	0.0,	0.39794,	a,	0
2788,	0.05479,	NA,	h,	0.59999,	b,	NA,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
2789,	0.23289,	f,	NA,	0.86665,	NA,	c,	a,	a,	b,	nan,	0.0,	0.49997,	NA,	0
2790,	nan,	NA,	c,	0.40000,	b,	i,	b,	a,	NA,	0.0,	0.0,	0.39794,	NA,	0
2791,	0.06849,	c,	h,	0.59999,	a,	NA,	f,	b,	a,	nan,	0.0,	0.19387,	a,	0
2792,	0.26026,	c,	b,	nan,	b,	a,	b,	e,	a,	nan,	nan,	0.39794,	I,	0
2793,	nan,	f,	NA,	0.79998,	NA,	c,	c,	a,	b,	nan,	0.39943,	nan,	a,	0
2794,	nan,	c,	NA,	0.53333,	a,	NA,	a,	a,	a,	0.04416,	0.0,	nan,	a,	0
2795,	nan,	b,	h,	0.59999,	b,	NA,	b,	NA,	a,	0.0,	0.0,	0.60204,	a,	0
2796,	0.13698,	c,	i,	nan,	a,	a,	d,	NA,	NA,	0.0,	0.0,	0.34694,	a,	0
2797,	0.32877,	c,	b,	0.53333,	c,	NA,	d,	a,	NA,	nan,	nan,	0.39794,	a,	0
2798,	0.05479,	c,	h,	0.59999,	a,	a,	d,	e,	a,	0.0,	0.0,	0.19387,	a,	0
2799,	0.16438,	c,	a,	0.79998,	a,	j,	d,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
2800,	0.02739,	b,	h,	0.59999,	a,	e,	d,	a,	NA,	0.0,	0.0,	0.21428,	a,	0
2801,	0.05479,	f,	h,	0.59999,	NA,	a,	d,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
2802,	0.39724,	c,	b,	0.53333,	b,	g,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
2803,	nan,	NA,	h,	0.59999,	a,	NA,	d,	a,	NA,	nan,	0.0,	0.39794,	a,	0
2804,	0.17808,	c,	e,	0.26665,	b,	NA,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
2805,	0.15068,	f,	b,	0.53333,	a,	j,	e,	NA,	b,	0.0,	nan,	0.34694,	a,	0
2806,	0.12328,	NA,	i,	0.66665,	NA,	a,	a,	a,	b,	0.0,	0.0,	0.44897,	a,	0
2807,	0.27395,	d,	NA,	0.59999,	b,	i,	b,	a,	a,	nan,	0.0,	0.42855,	a,	0
2808,	0.01369,	c,	NA,	0.53333,	a,	l,	d,	a,	b,	0.0,	0.0,	nan,	a,	0
2809,	0.17808,	c,	h,	nan,	NA,	a,	b,	a,	a,	0.0,	0.0,	0.29591,	a,	0
2810,	0.26026,	NA,	i,	0.66665,	b,	NA,	c,	a,	NA,	0.03908,	0.0,	0.07142,	a,	0
2811,	0.01369,	c,	c,	nan,	a,	e,	f,	b,	a,	nan,	nan,	nan,	a,	0
2812,	0.13698,	c,	b,	nan,	b,	i,	b,	a,	a,	0.0,	nan,	0.39794,	a,	0
2813,	0.43834,	c,	e,	0.26665,	b,	e,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
2814,	0.27395,	c,	b,	0.53333,	b,	NA,	b,	a,	a,	nan,	0.0,	0.39794,	NA,	0
2815,	nan,	c,	h,	0.59999,	c,	g,	a,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
2816,	0.16438,	c,	b,	nan,	c,	NA,	NA,	d,	b,	0.0,	0.0,	0.29591,	NA,	0
2817,	0.06849,	NA,	b,	nan,	a,	NA,	d,	a,	a,	0.0,	nan,	0.39794,	d,	0
2818,	0.10958,	b,	NA,	nan,	NA,	f,	NA,	a,	a,	0.0,	0.0,	0.29591,	a,	0
2819,	0.28767,	c,	b,	0.53333,	d,	n,	e,	b,	b,	nan,	0.0,	0.29591,	a,	0
2820,	0.20548,	NA,	a,	0.79998,	c,	NA,	e,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
2821,	0.24657,	c,	NA,	0.59999,	b,	i,	NA,	a,	NA,	0.0,	0.0,	0.49997,	NA,	0
2822,	0.16438,	c,	h,	nan,	c,	j,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
2823,	0.32877,	c,	b,	0.53333,	b,	h,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2824,	nan,	c,	b,	nan,	b,	d,	b,	a,	a,	nan,	0.0,	0.39794,	a,	0
2825,	0.08218,	c,	a,	0.79998,	NA,	a,	a,	e,	b,	0.0,	0.0,	0.39794,	a,	0
2826,	0.15068,	f,	b,	0.53333,	a,	k,	f,	NA,	a,	0.0,	0.43065,	0.39794,	a,	0
2827,	0.30136,	c,	NA,	0.79998,	c,	NA,	e,	a,	b,	0.0,	0.0,	0.19387,	a,	0
2828,	0.34246,	b,	h,	0.59999,	b,	f,	c,	a,	b,	nan,	0.0,	0.49997,	NA,	0
2829,	0.69862,	NA,	NA,	0.19998,	b,	NA,	b,	NA,	a,	nan,	0.0,	0.29591,	a,	0
2830,	0.54795,	c,	p,	0.93331,	a,	c,	a,	a,	b,	0.0,	0.0,	nan,	a,	0
2831,	0.06849,	c,	h,	nan,	a,	NA,	a,	NA,	b,	0.0,	0.0,	0.29591,	NA,	0
2832,	nan,	c,	h,	0.59999,	a,	b,	d,	a,	NA,	0.0,	0.0,	0.49997,	a,	0
2833,	0.52054,	c,	f,	0.73332,	c,	l,	e,	b,	b,	nan,	nan,	0.29591,	a,	0
2834,	0.27395,	f,	NA,	0.53333,	b,	k,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2835,	0.27395,	f,	h,	0.59999,	a,	a,	e,	b,	b,	0.0,	0.0,	nan,	a,	0
2836,	0.15068,	c,	a,	0.79998,	b,	e,	b,	a,	a,	0.0,	nan,	nan,	a,	0
2837,	0.13698,	NA,	b,	0.53333,	a,	e,	a,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
2838,	0.31504,	a,	a,	0.79998,	NA,	NA,	e,	NA,	b,	nan,	0.0,	0.19387,	a,	0
2839,	0.46575,	c,	b,	0.53333,	c,	NA,	d,	a,	NA,	nan,	nan,	0.39794,	a,	0
2840,	nan,	c,	i,	0.66665,	b,	g,	b,	a,	a,	nan,	0.0,	0.56120,	a,	0
2841,	0.78082,	NA,	NA,	nan,	g,	NA,	a,	a,	b,	0.0,	0.0,	0.02040,	a,	0
2842,	0.04109,	NA,	h,	0.59999,	a,	NA,	d,	NA,	b,	nan,	0.0,	0.39794,	a,	0
2843,	0.31504,	d,	h,	nan,	c,	a,	a,	a,	NA,	0.0,	nan,	0.49997,	a,	0
2844,	0.86301,	NA,	NA,	nan,	NA,	c,	a,	NA,	NA,	nan,	nan,	0.60204,	NA,	0
2845,	0.63015,	c,	h,	0.59999,	b,	k,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
2846,	0.46575,	NA,	h,	0.59999,	c,	a,	e,	a,	b,	0.0,	nan,	nan,	NA,	0
2847,	0.08218,	c,	b,	0.53333,	a,	NA,	a,	a,	b,	0.0,	nan,	0.39794,	a,	0
2848,	0.67120,	b,	b,	0.53333,	g,	NA,	a,	a,	a,	0.0,	0.0,	0.19387,	a,	0
2849,	nan,	NA,	b,	0.53333,	b,	l,	NA,	NA,	a,	0.0,	nan,	0.66324,	a,	0
2850,	0.43834,	c,	NA,	0.53333,	b,	NA,	b,	a,	NA,	0.0,	0.0,	0.42855,	a,	0
2851,	0.04109,	c,	h,	0.59999,	a,	g,	NA,	a,	NA,	nan,	nan,	0.31632,	a,	0
2852,	nan,	c,	h,	0.59999,	e,	k,	b,	a,	a,	0.0,	nan,	0.39794,	a,	0
2853,	0.41097,	c,	a,	0.79998,	c,	l,	a,	NA,	a,	0.0,	0.0,	0.44897,	a,	0
2854,	0.08218,	c,	b,	0.53333,	a,	j,	d,	b,	a,	0.0,	0.0,	0.75508,	a,	0
2855,	0.49312,	d,	f,	0.73332,	NA,	a,	NA,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
2856,	0.02739,	NA,	NA,	0.59999,	a,	e,	d,	a,	a,	0.0,	0.0,	0.19387,	a,	0
2857,	0.12328,	d,	h,	0.59999,	a,	i,	NA,	a,	NA,	0.03325,	nan,	0.39794,	a,	0
2858,	nan,	c,	NA,	0.53333,	a,	d,	a,	NA,	a,	nan,	0.0,	0.09183,	a,	0
2859,	0.69862,	c,	a,	0.79998,	b,	g,	b,	a,	a,	0.0,	0.0,	0.29591,	a,	0
2860,	0.17808,	c,	k,	0.33333,	a,	l,	f,	a,	a,	0.0,	nan,	nan,	u,	0
2861,	0.15068,	c,	NA,	0.40000,	b,	i,	NA,	a,	a,	0.0,	0.0,	0.44897,	a,	0
2862,	0.50685,	f,	k,	0.33333,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.44897,	a,	0
2863,	0.17808,	NA,	b,	0.53333,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.09183,	a,	0
2864,	nan,	c,	NA,	0.59999,	a,	NA,	d,	a,	NA,	0.0,	0.0,	nan,	a,	0
